datetime,Evaporator temp,Souce_temp_in,Souce_temp_out,Condensor temp,Condensor pressure,Sink_temp_in,Sink_temp_out,COP,Compressor Power1 [W],Compressor Power2 [W],Condensor load[W],Temp difference,Intermediate pressure [bar],Vapour fraction Flash tank,error
2025/01/27 07:45:00,1.21,6.71,4.38,99.23,25.05,62.21,89.93,2.3268139832793744,2360592.5521313786,2678031.286898361,11724394.220000003,59.610142560352415,8.12,0.2081500177534479,
2025/01/27 10:15:00,0.93,6.55,4.19,98.99,25.03,61.87,89.98,2.3407808361220686,2405065.8518044297,2714256.3568023117,11983674.046666669,59.86755218660511,8.13,0.20777572085465215,
2025/01/27 12:45:00,1.34,6.67,4.23,98.87,25.05,61.61,90.19,2.3950282051718954,2308683.578201705,2734282.1514378525,12078514.531111108,61.23392682445183,8.08,0.21048030400699722,
2025/01/27 15:15:00,0.56,6.85,3.86,100.38,26.67,61.4,91.8,2.4579334592091304,2588305.243661959,3002294.620538287,13741777.866666665,61.724583855630215,8.41,0.1984999657113616,
2025/01/27 17:45:00,0.39,6.98,3.91,100.35,26.69,61.2,93.17,2.5395563398700527,2698995.6170497513,3171288.127816178,14908424.458888888,62.176081219854666,8.4,0.19978463652630699,
2025/01/27 20:15:00,0.3,7.04,3.9,100.54,26.73,61.98,93.85,2.5379964559495733,2687368.1416671113,3213352.3155843196,14976506.208888885,62.691644864318675,8.35,0.20663221722253922,
2025/01/27 22:45:00,0.63,7.06,4.03,100.77,26.7,62.64,93.38,2.4990268253850005,2637922.408910768,3103196.834511943,14347693.48222222,62.983127983842735,8.42,0.21053913229524787,
2025/01/28 01:15:00,0.55,7.01,3.92,100.69,26.81,62.7,93.6,2.498629218047267,2655338.8012305866,3120748.8519955506,14432777.149999995,63.09803100523618,8.43,0.2104362506788825,
2025/01/28 03:45:00,0.58,6.94,3.9,100.66,26.71,62.78,93.3,2.467951700757132,2666228.8113128077,3106727.471190947,14247844.89333333,62.39617550464817,8.39,0.21084069658346977,
2025/01/28 06:15:00,0.38,6.89,3.76,100.78,26.63,61.97,92.91,2.502067418851742,2660249.1191722536,3115226.6614672826,14451101.108888887,62.586388980211495,8.38,0.2063498331598082,
2025/01/28 08:45:00,0.06,6.87,3.71,100.06,26.66,61.08,92.41,2.5202488324979995,2664971.9650936523,3158289.2723798277,14676547.202777777,62.288919531782824,8.32,0.20372370367254322,
2025/01/28 22:30:00,1.06,7.04,4.12,99.6,25.63,61.3,90.64,2.4424182831480326,2488944.399022836,2847404.6757195294,13034034.200000001,58.74957597624825,8.23,0.18435523337967255,
2025/01/29 01:00:00,1.49,7.17,4.46,99.51,25.59,61.69,90.97,2.475595212480504,2409508.8187974403,2858409.865603523,13041717.040000001,61.30919550679141,8.24,0.2007975417960524,
2025/01/29 03:30:00,1.63,7.15,4.48,99.58,25.59,62.03,90.97,2.4614399147996733,2386707.958766982,2824044.5437019,12826431.48111111,61.73891605315214,8.27,0.203303707192296,
2025/01/29 06:00:00,1.55,7.15,4.47,99.66,25.61,62.36,90.85,2.4460220139327062,2370594.5037848647,2794580.992166134,12634596.418888886,61.34419015159824,8.27,0.20066438776632328,
2025/01/29 08:30:00,1.31,7.15,4.28,99.28,25.71,61.98,90.73,2.3831503608153604,2417511.78586991,2775033.0919377324,12375020.625000002,59.78796378019456,8.26,0.19848614061671804,
2025/01/29 11:00:00,1.48,7.27,4.5,99.18,25.57,61.59,90.58,2.423103189369396,2440661.1074336185,2783622.0005237544,12659419.232777776,59.83409054385578,8.32,0.1947310054854903,
2025/01/29 13:30:00,1.6,7.43,4.59,99.29,25.66,61.21,90.39,2.4262071500885325,2426782.370418675,2805467.3552757376,12694955.154444441,59.60333705195251,8.28,0.19521468576312445,
2025/01/29 16:00:00,1.48,7.35,4.5,99.56,25.69,60.7,90.2,2.447472820857218,2478790.7837753096,2865357.058092995,13080108.249999998,59.61662364813509,8.27,0.1946781545357385,
2025/02/06 20:00:00,-0.16,5.93,3.08,98.28,25.28,59.93,90.95,2.4507661397256593,2541069.9403884113,2876604.7456946466,13277912.816666666,58.339479028168626,8.07,0.17428610142162515,
2025/02/06 22:30:00,-0.11,5.88,3.14,99.36,26.13,60.54,90.7,2.3904292646237364,2478176.7476955196,2907605.870984448,12874776.200000001,62.37852516133279,8.18,0.20685493976804767,
2025/02/07 01:00:00,-0.11,5.87,3.09,99.16,26.05,60.31,91.23,2.423315313188291,2535305.646899021,2937038.092896895,13261675.606666667,61.85822959604195,8.21,0.19907884647366245,
2025/02/07 03:30:00,-0.15,5.6,2.99,99.79,26.19,60.84,91.33,2.3796422919238993,2529399.6436028318,2924365.0291086575,12978475.03333333,62.425191998081175,8.21,0.207114219619563,
2025/02/07 06:00:00,-0.04,5.58,2.94,99.2,25.82,61.37,91.44,2.381519138031991,2506945.71815606,2884315.5438968283,12839848.236111112,61.54974482542866,8.14,0.20181464267663693,
2025/02/07 11:45:00,-0.07,5.57,2.95,99.65,26.17,59.33,92.23,2.418548491498093,2547502.724885875,2929152.209310224,13246042.63888889,59.47846104710743,8.14,0.17850405208606257,
2025/02/07 14:15:00,-0.14,5.76,3.08,100.34,26.49,60.79,92.81,2.403303600367919,2509837.108774666,2921902.733235248,13054584.24111111,61.097325847089564,8.22,0.19002748799530592,
2025/02/07 16:45:00,-0.03,5.69,3.05,101.52,27.28,61.01,93.25,2.3774273606762417,2569564.401824122,2993031.4913590397,13225136.368888889,62.4081555360234,8.35,0.1995705035183137,
2025/02/07 19:15:00,-0.05,5.74,3.09,101.23,27.19,61.23,93.7,2.379068276860217,2541890.931248654,2998209.7560566356,13180743.723888889,62.72008654711004,8.3,0.2041171388540744,
2025/02/07 21:45:00,-0.05,5.63,3.02,101.11,26.93,61.28,93.64,2.397271875097387,2576683.3506628224,3024025.513090575,13426910.077777775,62.696755942378445,8.27,0.20462036172245598,
2025/02/08 00:15:00,-0.05,5.64,2.97,100.86,26.83,61.71,93.72,2.3661549257922228,2547771.193920147,2964072.9573852676,13042330.454999998,62.43876789210515,8.27,0.20505490321957903,
2025/02/08 11:45:00,-0.09,5.67,3.1,101.85,27.45,60.89,93.83,2.3874732852280856,2599738.7889010673,2986023.1360298158,13336346.429999998,61.144926372090254,8.4,0.18531005351112162,
2025/02/08 14:15:00,-0.05,5.73,3.06,101.65,27.33,60.79,94.72,2.403358676660908,2637199.012606798,3070876.7453605817,13719043.194999998,61.919922340433175,8.33,0.19707828662640445,
2025/02/08 16:45:00,-0.13,5.9,3.15,103.09,27.98,61.15,95.31,2.4074134532391116,2657647.6843957216,3140734.408005477,13959588.37777778,62.926978967283276,8.41,0.2028785352774933,
2025/02/08 19:15:00,-0.07,5.98,3.17,103.46,28.2,61.52,95.76,2.4095695197808795,2653086.511724719,3166877.4956759787,14024085.777777778,63.83648059055781,8.44,0.20910872995261728,
2025/02/08 21:45:00,-0.05,6.15,3.28,103.47,28.45,61.7,95.3,2.375170922645806,2590226.035582448,3079502.4082010277,13467012.533333328,63.55583131495132,8.51,0.20488898996416913,
2025/02/09 00:15:00,-0.12,5.8,3.09,102.3,27.78,61.77,95.64,2.388178637936602,2651741.766444921,3107492.9671578966,13754559.95833333,63.41723936896176,8.42,0.20876576008025902,
2025/02/09 02:45:00,-0.05,5.71,3.05,102.6,27.48,61.82,95.52,2.4012587481704832,2641571.324301383,3096481.491991308,13779042.566666663,63.46718089357654,8.38,0.20862733315672238,
2025/02/09 15:00:00,1.53,5.81,3.78,97.46,24.28,61.8,89.38,2.3140326753266387,2173356.1135665495,2711941.9695497253,11305236.592222223,68.19464723180977,7.89,0.2797310928712209,
2025/02/09 17:30:00,1.72,5.86,3.87,96.77,24.07,62.2,88.16,2.259259679115656,2113964.1253368403,2541967.8591429386,10519411.686666664,65.5384702373359,7.85,0.2573406194807888,
2025/02/09 20:00:00,1.83,5.98,4.03,96.74,24.06,62.59,87.96,2.2439012510785883,2110156.1878893753,2462043.153422257,10260008.549999995,62.87730655426503,7.91,0.23142709877711115,
2025/02/09 22:30:00,1.68,6.03,3.95,96.71,24.05,62.72,87.91,2.2619004912116294,2103531.8812011126,2448342.0508090938,10296310.340555554,61.059809528750804,7.88,0.2125016662000079,
2025/02/10 18:45:00,1.55,6.01,3.85,96.7,24.05,61.55,87.94,2.296221894245843,2139635.0467117885,2486816.058179748,10623791.511666667,59.73062782564841,7.85,0.20156078067626879,
2025/02/10 21:15:00,1.64,6.04,3.88,96.7,24.01,61.54,87.94,2.3189948135261136,2143742.548297716,2515804.181324446,10805913.066666665,60.76738239725489,7.85,0.21046248253952599,
2025/02/10 23:45:00,1.65,6.04,3.95,96.7,24.04,61.88,88.06,2.2977958145448127,2125837.4991215905,2488824.9813402803,10603999.559999999,60.98392652909263,7.87,0.21178632880409298,
2025/02/11 02:15:00,2.07,6.08,4.14,96.72,24.03,62.24,87.92,2.2536378718235612,2129450.9602107056,2461419.847133807,10346614.666666664,60.297507256562255,7.87,0.21249125770099067,
2025/02/11 04:45:00,1.88,6.05,4.05,96.75,24.06,62.49,87.91,2.251317241454544,2100044.041317219,2454542.739691189,10254255.708888886,60.84656702064615,7.85,0.21455581493460532,
2025/02/21 00:30:00,1.52,5.93,3.74,96.56,24.06,59.83,87.36,2.3481742853169525,2207237.1502911593,2591370.7048281897,11268438.891111111,60.908557297762286,7.85,0.21365333967807146,
2025/02/21 03:00:00,1.58,6.08,3.87,96.46,24.02,60.71,87.22,2.3106951685645405,2153504.305352968,2531079.5907124686,10825081.617777774,60.19898556483082,7.81,0.2098055337493354,
2025/02/21 05:30:00,1.59,6.17,3.93,96.36,24.04,60.93,87.08,2.2929227098829474,2135452.6973539595,2493000.81499414,10613102.438888887,59.59446122280576,7.83,0.20363595768487605,
2025/02/21 15:45:00,1.07,6.55,3.9,96.68,24.13,59.63,87.77,2.421234052391471,2306032.0095605687,2663590.5550839487,12033057.959999997,57.81620330962073,7.89,0.1855685778571551,
2025/02/21 19:30:00,1.35,6.67,4.13,96.65,24.03,60.4,87.86,2.423524980401313,2274926.3829620923,2643290.259805837,11919874.93888889,58.35673172742452,7.9,0.19096010912248315,
2025/02/21 22:00:00,1.29,6.62,4.02,97.01,24.07,60.24,87.92,2.4226273219389993,2265023.9597330336,2658088.5676329383,11927310.462222222,58.9848978791926,7.88,0.19550861448985787,
2025/02/22 00:30:00,0.96,6.54,3.79,97.71,24.78,60.5,89.53,2.444394856890794,2370759.089221446,2745801.1782230386,12507340.034444444,60.10146342287794,8.08,0.1922614770741938,
2025/02/22 03:00:00,0.97,6.54,3.86,98.33,25.08,60.54,89.7,2.421544539379811,2407624.733851482,2757553.8752790876,12508160.940000001,60.15331087289684,8.16,0.1942196138785755,
2025/02/22 05:30:00,1.2,6.52,3.96,98.36,25.05,60.57,89.83,2.413542436632408,2392865.0536109097,2759063.3304309854,12434864.407777777,60.54306907020862,8.14,0.20012522294863358,
