datetime,eta1,eta2,m1,m2,cop,cp1,cp2,Speed line X,igva1,igva2,Q,status,error,cop_given,Speed line x,Evaporator pressure,k1,k2
2025/01/26 19:00:00,,,,,,,,,,,11.721755130555552,failed,cannot access local variable 'm1' where it is not associated with a value,,,,,
2025/01/26 19:15:00,,,,,,,,,,,11.791595151111109,failed,cannot access local variable 'm1' where it is not associated with a value,,,,,
2025/01/26 19:30:00,,,,,,,,,,,11.870131197222221,failed,cannot access local variable 'm1' where it is not associated with a value,,,,,
2025/01/26 19:45:00,,,,,,,,,,,11.612888423888892,failed,cannot access local variable 'm1' where it is not associated with a value,,,,,
2025/01/26 20:00:00,,,,,,,,,,,11.663620038888888,failed,cannot access local variable 'm1' where it is not associated with a value,,,,,
2025/01/26 20:15:00,,,,,,,,,,,11.71850669,failed,cannot access local variable 'm1' where it is not associated with a value,,,,,
2025/01/26 20:30:00,,,,,,,,,,,11.744373226666665,failed,cannot access local variable 'm1' where it is not associated with a value,,,,,
2025/01/26 20:45:00,,,,,,,,,,,11.757801825,failed,cannot access local variable 'm1' where it is not associated with a value,,,,,
2025/01/26 21:00:00,,,,,,,,,,,11.75464162888889,failed,cannot access local variable 'm1' where it is not associated with a value,,,,,
2025/01/26 21:15:00,,,,,,,,,,,11.751480736111112,failed,cannot access local variable 'm1' where it is not associated with a value,,,,,
2025/01/26 21:30:00,,,,,,,,,,,11.74799032,failed,cannot access local variable 'm1' where it is not associated with a value,,,,,
2025/01/26 21:45:00,,,,,,,,,,,11.74482815,failed,cannot access local variable 'm1' where it is not associated with a value,,,,,
2025/01/26 22:00:00,,,,,,,,,,,11.733367286666667,failed,cannot access local variable 'm1' where it is not associated with a value,,,,,
2025/01/26 22:15:00,,,,,,,,,,,11.730203026666665,failed,cannot access local variable 'm1' where it is not associated with a value,,,,,
2025/01/26 22:30:00,,,,,,,,,,,11.727038069999999,failed,cannot access local variable 'm1' where it is not associated with a value,,,,,
2025/01/26 22:45:00,,,,,,,,,,,11.723872416666666,failed,cannot access local variable 'm1' where it is not associated with a value,,,,,
2025/01/26 23:00:00,,,,,,,,,,,11.720378168888887,failed,cannot access local variable 'm1' where it is not associated with a value,,,,,
2025/01/26 23:15:00,,,,,,,,,,,11.71721123833333,failed,cannot access local variable 'm1' where it is not associated with a value,,,,,
2025/01/26 23:30:00,,,,,,,,,,,11.71404361111111,failed,cannot access local variable 'm1' where it is not associated with a value,,,,,
2025/01/26 23:45:00,,,,,,,,,,,11.702572646111106,failed,cannot access local variable 'm1' where it is not associated with a value,,,,,
2025/01/27 00:00:00,,,,,,,,,,,11.490212506666667,failed,cannot access local variable 'm1' where it is not associated with a value,,,,,
2025/01/27 00:15:00,,,,,,,,,,,11.466890544999996,failed,cannot access local variable 'm1' where it is not associated with a value,,,,,
2025/01/27 00:30:00,,,,,,,,,,,11.443577872222223,failed,cannot access local variable 'm1' where it is not associated with a value,,,,,
2025/01/27 00:45:00,,,,,,,,,,,11.420594142222223,failed,cannot access local variable 'm1' where it is not associated with a value,,,,,
2025/01/27 01:00:00,,,,,,,,,,,11.397299466666665,failed,cannot access local variable 'm1' where it is not associated with a value,,,,,
2025/01/27 01:15:00,,,,,,,,,,,11.374014079999997,failed,cannot access local variable 'm1' where it is not associated with a value,,,,,
2025/01/27 01:30:00,,,,,,,,,,,11.350737982222222,failed,cannot access local variable 'm1' where it is not associated with a value,,,,,
2025/01/27 01:45:00,,,,,,,,,,,11.32747117333333,failed,cannot access local variable 'm1' where it is not associated with a value,,,,,
2025/01/27 02:00:00,,,,,,,,,,,11.308357426666667,failed,cannot access local variable 'm1' where it is not associated with a value,,,,,
2025/01/27 02:15:00,,,,,,,,,,,11.28510826666667,failed,cannot access local variable 'm1' where it is not associated with a value,,,,,
2025/01/27 02:30:00,,,,,,,,,,,11.261868395555558,failed,cannot access local variable 'm1' where it is not associated with a value,,,,,
2025/01/27 02:45:00,,,,,,,,,,,11.234811836111108,failed,cannot access local variable 'm1' where it is not associated with a value,,,,,
2025/01/27 03:00:00,,,,,,,,,,,11.21793288,failed,cannot access local variable 'm1' where it is not associated with a value,,,,,
2025/01/27 03:15:00,,,,,,,,,,,11.21373697277778,failed,cannot access local variable 'm1' where it is not associated with a value,,,,,
2025/01/27 03:30:00,,,,,,,,,,,11.229940394444446,failed,cannot access local variable 'm1' where it is not associated with a value,,,,,
2025/01/27 03:45:00,,,,,,,,,,,11.24200689333333,failed,cannot access local variable 'm1' where it is not associated with a value,,,,,
2025/01/27 04:00:00,,,,,,,,,,,11.262372317777775,failed,cannot access local variable 'm1' where it is not associated with a value,,,,,
2025/01/27 04:15:00,,,,,,,,,,,11.274452750000002,failed,cannot access local variable 'm1' where it is not associated with a value,,,,,
2025/01/27 04:30:00,,,,,,,,,,,11.286538755555558,failed,cannot access local variable 'm1' where it is not associated with a value,,,,,
2025/01/27 04:45:00,,,,,,,,,,,11.306932046666667,failed,cannot access local variable 'm1' where it is not associated with a value,,,,,
2025/01/27 05:00:00,,,,,,,,,,,11.327336484444444,failed,cannot access local variable 'm1' where it is not associated with a value,,,,,
2025/01/27 05:15:00,,,,,,,,,,,11.348069284444446,failed,cannot access local variable 'm1' where it is not associated with a value,,,,,
2025/01/27 05:30:00,,,,,,,,,,,11.368496479999996,failed,cannot access local variable 'm1' where it is not associated with a value,,,,,
2025/01/27 05:45:00,,,,,,,,,,,11.38893482222222,failed,cannot access local variable 'm1' where it is not associated with a value,,,,,
2025/01/27 06:00:00,,,,,,,,,,,11.409384311111111,failed,cannot access local variable 'm1' where it is not associated with a value,,,,,
2025/01/27 06:15:00,,,,,,,,,,,11.440357646666666,failed,cannot access local variable 'm1' where it is not associated with a value,,,,,
2025/01/27 06:30:00,,,,,,,,,,,11.55224928,failed,cannot access local variable 'm1' where it is not associated with a value,,,,,
2025/01/27 06:45:00,,,,,,,,,,,11.660240973333332,failed,cannot access local variable 'm1' where it is not associated with a value,,,,,
2025/01/27 07:00:00,,,,,,,,,,,11.451235399999998,failed,cannot access local variable 'm1' where it is not associated with a value,,,,,
2025/01/27 07:15:00,,,,,,,,,,,11.445687146666668,failed,cannot access local variable 'm1' where it is not associated with a value,,,,,
2025/01/27 07:30:00,,,,,,,,,,,11.723545679999999,failed,cannot access local variable 'm1' where it is not associated with a value,,,,,
2025/01/27 07:45:00,,,,,,,,,,,11.724394220000002,failed,cannot access local variable 'm1' where it is not associated with a value,,,,,
2025/01/27 08:00:00,,,,,,,,,,,11.725196315555557,failed,cannot access local variable 'm1' where it is not associated with a value,,,,,
2025/01/27 08:15:00,,,,,,,,,,,11.725951966666665,failed,cannot access local variable 'm1' where it is not associated with a value,,,,,
2025/01/27 08:30:00,,,,,,,,,,,11.726661173333333,failed,cannot access local variable 'm1' where it is not associated with a value,,,,,
2025/01/27 08:45:00,,,,,,,,,,,11.727323935555557,failed,cannot access local variable 'm1' where it is not associated with a value,,,,,
2025/01/27 09:00:00,,,,,,,,,,,11.727616071111107,failed,cannot access local variable 'm1' where it is not associated with a value,,,,,
2025/01/27 09:15:00,,,,,,,,,,,11.726886893333331,failed,cannot access local variable 'm1' where it is not associated with a value,,,,,
2025/01/27 09:30:00,,,,,,,,,,,11.726432666666666,failed,cannot access local variable 'm1' where it is not associated with a value,,,,,
2025/01/27 09:45:00,,,,,,,,,,,11.725603633333336,failed,cannot access local variable 'm1' where it is not associated with a value,,,,,
2025/01/27 10:00:00,,,,,,,,,,,11.77623876,failed,cannot access local variable 'm1' where it is not associated with a value,,,,,
2025/01/27 10:15:00,,,,,,,,,,,11.98367404666667,failed,cannot access local variable 'm1' where it is not associated with a value,,,,,
2025/01/27 10:30:00,,,,,,,,,,,11.915073279999996,failed,cannot access local variable 'm1' where it is not associated with a value,,,,,
2025/01/27 10:45:00,,,,,,,,,,,11.8416265,failed,cannot access local variable 'm1' where it is not associated with a value,,,,,
2025/01/27 11:00:00,,,,,,,,,,,11.814156933333333,failed,cannot access local variable 'm1' where it is not associated with a value,,,,,
2025/01/27 11:15:00,,,,,,,,,,,11.895967312777781,failed,cannot access local variable 'm1' where it is not associated with a value,,,,,
2025/01/27 11:30:00,,,,,,,,,,,11.940515895,failed,cannot access local variable 'm1' where it is not associated with a value,,,,,
2025/01/27 11:45:00,,,,,,,,,,,11.98934909333333,failed,cannot access local variable 'm1' where it is not associated with a value,,,,,
2025/01/27 12:00:00,,,,,,,,,,,12.033683566666664,failed,cannot access local variable 'm1' where it is not associated with a value,,,,,
2025/01/27 12:15:00,,,,,,,,,,,12.021670246666666,failed,cannot access local variable 'm1' where it is not associated with a value,,,,,
2025/01/27 12:30:00,,,,,,,,,,,12.024754622222218,failed,cannot access local variable 'm1' where it is not associated with a value,,,,,
2025/01/27 12:45:00,,,,,,,,,,,12.078514531111107,failed,cannot access local variable 'm1' where it is not associated with a value,,,,,
2025/01/27 13:00:00,,,,,,,,,,,12.132452089999997,failed,cannot access local variable 'm1' where it is not associated with a value,,,,,
2025/01/27 13:15:00,,,,,,,,,,,12.181685174999997,failed,cannot access local variable 'm1' where it is not associated with a value,,,,,
2025/01/27 13:30:00,,,,,,,,,,,12.20631292222222,failed,cannot access local variable 'm1' where it is not associated with a value,,,,,
2025/01/27 13:45:00,,,,,,,,,,,12.19790938055555,failed,cannot access local variable 'm1' where it is not associated with a value,,,,,
2025/01/27 14:00:00,,,,,,,,,,,12.18486812888889,failed,cannot access local variable 'm1' where it is not associated with a value,,,,,
2025/01/27 14:15:00,,,,,,,,,,,12.382205000000003,failed,cannot access local variable 'm1' where it is not associated with a value,,,,,
2025/01/27 14:30:00,,,,,,,,,,,12.752580866666671,failed,cannot access local variable 'm1' where it is not associated with a value,,,,,
2025/01/27 14:45:00,,,,,,,,,,,13.075686042222223,failed,cannot access local variable 'm1' where it is not associated with a value,,,,,
2025/01/27 15:00:00,,,,,,,,,,,13.659945309999998,failed,cannot access local variable 'm1' where it is not associated with a value,,,,,
2025/01/27 15:15:00,,,,,,,,,,,13.741777866666665,failed,cannot access local variable 'm1' where it is not associated with a value,,,,,
2025/01/27 15:30:00,,,,,,,,,,,13.818486091666665,failed,cannot access local variable 'm1' where it is not associated with a value,,,,,
2025/01/27 15:45:00,,,,,,,,,,,13.889746847777776,failed,cannot access local variable 'm1' where it is not associated with a value,,,,,
2025/01/27 16:00:00,,,,,,,,,,,13.96527968,failed,cannot access local variable 'm1' where it is not associated with a value,,,,,
2025/01/27 16:15:00,,,,,,,,,,,14.040220345555552,failed,cannot access local variable 'm1' where it is not associated with a value,,,,,
2025/01/27 16:30:00,,,,,,,,,,,14.746357034444445,failed,cannot access local variable 'm1' where it is not associated with a value,,,,,
2025/01/27 16:45:00,,,,,,,,,,,14.776050593333336,failed,cannot access local variable 'm1' where it is not associated with a value,,,,,
2025/01/27 17:00:00,,,,,,,,,,,14.810375708333334,failed,cannot access local variable 'm1' where it is not associated with a value,,,,,
2025/01/27 17:15:00,,,,,,,,,,,14.844656933333333,failed,cannot access local variable 'm1' where it is not associated with a value,,,,,
2025/01/27 17:30:00,,,,,,,,,,,14.878894268333331,failed,cannot access local variable 'm1' where it is not associated with a value,,,,,
2025/01/27 17:45:00,,,,,,,,,,,14.908424458888888,failed,cannot access local variable 'm1' where it is not associated with a value,,,,,
2025/01/27 18:00:00,,,,,,,,,,,14.94257645222222,failed,cannot access local variable 'm1' where it is not associated with a value,,,,,
2025/01/27 18:15:00,,,,,,,,,,,14.991616444444448,failed,cannot access local variable 'm1' where it is not associated with a value,,,,,
2025/01/27 18:30:00,,,,,,,,,,,15.052850541666663,failed,cannot access local variable 'm1' where it is not associated with a value,,,,,
2025/01/27 18:45:00,,,,,,,,,,,15.104831047777775,failed,cannot access local variable 'm1' where it is not associated with a value,,,,,
2025/01/27 19:00:00,,,,,,,,,,,15.133500971111115,failed,cannot access local variable 'm1' where it is not associated with a value,,,,,
