datetime,Comp1 eff,Comp2 eff,Comp1 m,Comp2 m,pr1,pr2,X,x,igva1,igva2,cop,cop_given,error
2025/12/07 09:30:00,0.45936805794121144,0.48287818947856326,52.28262401547106,65.08829128623033,3.94591878457938,3.367653512388282,0.9897851466290327,0.9774218810493543,31.604685827790924,-9.104205892400756,2.023442423845829,2.04206575,
