datetime,Evaporator temp,Souce_temp_in,Souce_temp_out,Condensor temp,Sink_temp_in,Sink_temp_out,COP,Compressor Power [W],Condensor load[W],Temp difference,Intermediate pressure [bar],error
2024/12/15 08:45:00,-0.1,6.9,3.61,103.15,60.65,97.13,2.3183210809629,6808753.830636093,15785307.41333333,98.28973843192207,8.51,
2024/12/15 09:00:00,-0.09,6.91,3.63,103.14,60.65,97.1,2.3188844545885217,6798763.442536408,15765977.699999997,98.27128192431977,8.51,
2024/12/15 09:15:00,-0.08,6.92,3.65,103.13,60.65,97.08,2.319447965333152,6790463.671882606,15750559.073333332,98.25282530461216,8.51,
2024/12/15 09:30:00,-0.08,6.96,3.69,103.12,60.66,97.06,2.3193806572525553,6782335.375757748,15731248.866666667,98.24428030455921,8.5,
2024/12/15 09:45:00,-0.07,6.99,3.68,103.1,60.66,97.03,2.3203304298958347,6771061.856164705,15711526.813888889,98.21712272000593,8.5,
2024/12/15 10:00:00,-0.07,6.92,3.62,102.88,60.66,97.01,2.3278891840056066,6743731.27074812,15699088.411111113,98.02596184398766,8.48,
2024/12/15 10:15:00,-0.07,6.9,3.62,102.92,60.66,96.99,2.326803053812102,6744072.471869924,15692559.831666663,98.0606266787276,8.49,
2024/12/15 10:30:00,-0.08,6.9,3.61,103.07,60.66,96.96,2.321306070166127,6755188.215512926,15681287.416666664,98.20077531834734,8.5,
2024/12/15 10:45:00,-0.09,6.91,3.61,103.28,60.66,96.94,2.314395138419461,6772538.224884903,15674753.844444444,98.3927517778275,8.53,
2024/12/15 11:00:00,-0.1,6.93,3.66,103.9,60.66,96.91,2.2925103031309293,6832272.543978194,15663475.97222222,98.94052276751435,8.58,
2024/12/15 11:15:00,-0.09,6.98,3.7,103.96,60.66,96.89,2.2903544491289547,6835849.703612138,15656937.40722222,98.98285012491542,8.58,
2024/12/15 11:30:00,-0.1,7.04,3.7,104.01,60.66,96.87,2.287782728228291,6840678.620770679,15650396.520000005,99.03616691677084,8.57,
2024/12/15 11:45:00,-0.11,6.91,3.64,104.07,60.64,96.84,2.285275141083123,6847025.733104365,15647755.688888889,99.09801011882062,8.57,
2024/12/15 12:00:00,-0.11,6.91,3.65,104.12,60.5,96.8,2.2833282614755586,6872717.0608563535,15693088.949999997,99.1414019696496,8.57,
2024/12/15 12:15:00,-0.11,7.02,3.75,104.18,60.35,96.77,2.280990253871752,6927903.462342929,15802901.03333333,99.1934647496606,8.57,
2024/12/15 12:30:00,-0.11,6.93,3.65,103.75,60.21,96.73,2.296787545018381,6882527.566633573,15808128.355555557,98.82046758344562,8.55,
2024/12/15 12:45:00,-0.11,6.93,3.64,103.62,60.11,96.69,2.30182067870466,6776908.08534227,15599646.675555555,98.70752798142279,8.55,
2024/12/15 13:00:00,-0.11,6.93,3.65,104.6,60.09,96.66,2.2673380909386665,6877161.215437178,15593259.054999998,99.55681506513478,8.63,
2024/12/15 13:15:00,-0.11,6.94,3.65,104.61,60.07,96.62,2.2669465487024376,6873839.079347105,15583033.613888888,99.56548236329779,8.63,
2024/12/15 13:30:00,-0.1,6.95,3.67,104.61,60.06,96.59,2.2675736329867324,6867241.990837691,15572385.876666665,99.55556885146379,8.64,
2024/12/15 13:45:00,-0.1,6.95,3.68,104.62,60.04,96.55,2.267181756279252,6863733.1642613225,15561740.461666666,99.56423586220424,8.64,
2024/12/15 14:00:00,-0.09,6.96,3.67,104.63,60.03,96.52,2.2669588709038404,6859714.377177993,15551097.368888885,99.56313089201981,8.64,
2024/12/15 14:15:00,-0.09,6.95,3.69,104.63,60.01,96.48,2.2669583246984795,6855020.647530953,15540456.598333335,99.56313089202015,8.64,
2024/12/15 14:30:00,-0.09,6.96,3.68,104.64,60.0,96.45,2.26656676522528,6851512.526041001,15529818.15,99.57179735331724,8.64,
2024/12/15 14:45:00,-0.08,6.96,3.69,104.64,59.98,96.41,2.2667350359667044,6846311.18716473,15519182.023888888,99.56202538127208,8.64,
2024/12/15 15:00:00,-0.05,6.96,3.68,104.65,59.96,96.37,2.267307297157338,6839893.733300114,15508548.22,99.54123408211198,8.65,
2024/12/15 15:15:00,-0.03,6.97,3.7,104.66,59.95,96.34,2.2672520168979524,6835370.935687885,15497916.738333331,99.53035468302133,8.65,
2024/12/15 15:30:00,-0.03,6.97,3.69,104.66,59.93,96.3,2.2672521991316716,6830682.934793048,15487287.578888888,99.53035468302116,8.65,
2024/12/15 15:45:00,-0.03,6.97,3.71,104.67,59.92,96.27,2.266859364968644,6827177.820388195,15476660.741666665,99.53901985859201,8.65,
2024/12/15 16:00:00,-0.03,6.98,3.68,104.67,59.9,96.23,2.266860091093272,6822491.056597805,15466036.226666668,99.53901985859213,8.65,
2024/12/15 16:15:00,-0.03,6.98,3.73,104.68,59.88,96.2,2.2664666386881893,6820864.177016653,15459670.55111111,99.54768481662748,8.65,
2024/12/15 16:30:00,-0.03,6.98,3.7,104.69,59.87,96.16,2.2665330877274665,6814102.524111865,15444794.163333332,99.55620994437643,8.66,
2024/12/15 16:45:00,-0.02,6.97,3.7,104.69,59.85,96.13,2.2667014364059273,6810789.135454994,15438431.971111106,99.54643707617755,8.66,
2024/12/15 17:00:00,-0.04,6.97,3.71,104.7,59.84,96.09,2.2659717947847757,6862142.7018453935,15549832.222222222,99.57464739600822,8.66,
2024/12/15 17:15:00,-0.07,6.97,3.66,103.88,59.82,96.05,2.293352886498579,6770601.802476981,15527791.546666665,98.894012619627,8.57,
2024/12/15 17:30:00,-0.09,6.98,3.68,102.82,59.8,96.02,2.328928214428512,6659554.086497895,15510047.91111111,97.99354544441124,8.46,
2024/12/15 17:45:00,-0.1,6.98,3.66,102.6,59.79,96.02,2.337187816929971,6632091.868603688,15500868.63111111,97.81167057444074,8.46,
2024/12/15 18:00:00,-0.1,6.98,3.67,102.6,59.77,96.01,2.337187623461681,6628161.3074519485,15491681.92,97.81167057444074,8.46,
2024/12/15 18:15:00,-0.11,6.99,3.68,102.6,59.76,96.0,2.3370053927597976,6622916.606814146,15478216.746666668,97.82142132096241,8.46,
2024/12/15 18:30:00,-0.11,6.97,3.66,102.6,59.74,95.99,2.3365551388148353,6620256.50969887,15469018.888888884,97.82158194149268,8.45,
2024/12/15 18:45:00,-0.11,6.98,3.68,102.6,59.72,95.98,2.3365549440321733,6616316.933819592,15459813.600000001,97.82158194149268,8.45,
2024/12/15 19:00:00,-0.11,6.98,3.67,102.6,59.71,95.97,2.3365551385281607,6610551.080282496,15446340.995555554,97.82158194149257,8.45,
2024/12/15 19:15:00,-0.11,6.98,3.67,102.6,59.69,95.96,2.336555138528146,6606606.733978409,15437124.559999999,97.82158194149268,8.45,
2024/12/15 19:30:00,-0.11,6.99,3.68,102.6,59.67,95.95,2.336103229667558,6611690.161796935,15446014.491111109,97.82174308938686,8.44,
2024/12/15 19:45:00,-0.1,6.98,3.68,102.61,59.66,95.95,2.3363536778477463,6624886.326310921,15478503.541111114,97.82054396913904,8.45,
2024/12/15 20:00:00,-0.1,6.99,3.68,102.62,59.64,95.94,2.3359705302719997,6639887.985584161,15511008.149999997,97.82925662829254,8.45,
2024/12/15 20:15:00,-0.1,6.99,3.68,102.63,59.62,95.93,2.3355871407369286,6654901.367451062,15543528.317777779,97.83796904171734,8.45,
2024/12/15 20:30:00,-0.1,6.99,3.7,102.64,59.61,95.92,2.3356545111693103,6666801.853709433,15571775.480555557,97.84652089225088,8.46,
2024/12/15 20:45:00,-0.1,6.99,3.69,102.65,59.59,95.91,2.3352714061735016,6681831.4225449655,15604318.986666664,97.85523285771475,8.46,
