datetime,eta1,eta2,m1,m2,cop,cop_given,cp1,cp2,Speed line X,Speed line x,igva1,igva2,Evaporator pressure,k1,k2,status,error
2024/12/15 00:00:00,0.7184296336458619,0.6626963297657136,77.83283728428681,96.8488689643519,2.5743373199094655,2.63,2879.9303557151006,3235.911194571422,0.9938898729866779,1.0020220853148207,26.62472618065812,1.6755593530560213,2.108522958536088,1.0173400589538923,1.0080510974967076,passed,
2024/12/15 00:15:00,0.7234109308701161,0.6610669062089113,77.69211309211309,96.66803024713913,2.581235816088583,2.61,2840.1698313015536,3245.778300113787,0.9934842576534415,1.0023546545268183,27.923533616072596,1.2387621478810367,2.124487861127217,0.9978014430130339,0.9960768479516915,passed,
2024/12/15 00:30:00,0.7177402775724193,0.6604938875666323,77.33982246999514,96.21606935159512,2.5712327429954627,2.6,2851.5003936005196,3241.032313568764,0.9936826468593789,1.002092232762155,27.494102427774287,1.0813701190030671,2.121387086953984,1.0031415601820663,0.9959996313473649,passed,
2024/12/15 00:45:00,0.712695745384265,0.659197726009712,76.65375471302077,95.39407680204646,2.5644391598506617,2.61,2838.9508776568837,3227.6473481041808,0.993714603172339,1.0019687004064042,27.76491395468241,0.9240944821271678,2.1255003838706377,1.0053336712723646,0.9942569930175464,passed,
2024/12/15 01:00:00,0.7148583957983131,0.6609849515773395,77.38313507943944,96.29205240684865,2.5675450675942577,2.59,2866.6123269990403,3242.311957294415,0.9938980116489592,1.0020348084503785,27.028455342318917,1.111606189466042,2.1159942393201203,1.0112389963926636,1.00043336954114,passed,
2024/12/15 01:15:00,0.7183304565599814,0.6610862441356227,77.53013838210148,96.46132335153295,2.568565704719563,2.61,2868.361153507053,3251.086568710054,0.9938192615857475,1.0020203628907745,26.830010926915982,0.9690860857051794,2.1076588821193605,1.0112219606723936,1.004001166127321,passed,
2024/12/15 01:30:00,0.7163984709082861,0.6613920309329794,77.72069135385968,96.68650502831673,2.5687179978789647,2.6,2875.3803053432025,3254.9852127879135,0.9939357926343728,1.0021023627434553,26.82232070782315,1.0043047951802275,2.113580441269072,1.0111596130459948,1.0016437265602818,passed,
2024/12/15 01:45:00,0.7201390761413236,0.6617529829438791,77.92856991430203,96.93318226412973,2.573021647924966,2.58,2873.5010326929864,3259.53571525908,0.9938273000525336,1.00217136501821,26.811220734969826,1.0352079587514509,2.1096561733433754,1.0086315746582049,1.0026442093368424,passed,
2024/12/15 02:00:00,0.7221609862443795,0.661718755144538,78.10729593712831,97.14139964780519,2.5745813469742185,2.61,2872.675284411217,3269.563110419489,0.9937776151125941,1.0022516349498072,26.854802582126204,0.8774038547815025,2.109453133163715,1.0124477754925252,1.0087559430369635,passed,
2024/12/15 02:15:00,0.7261542464974429,0.6618936897068814,78.28598325280767,97.35165560901822,2.5808286948568337,2.61,2863.1932058545312,3272.417617048471,0.9936196015930043,1.0024034662213241,27.163737234112638,0.928210655957064,2.110795443759721,1.008512839366254,1.008842479159048,passed,
2024/12/15 02:30:00,0.7292452208232902,0.661206271345859,78.31619336278995,97.32846103327375,2.5846316620138414,2.6,2847.582909696446,3276.1965667875616,0.9934285787027004,1.0025215655558806,27.750822477721197,0.7841981212581199,2.118267221246421,0.9999988845734318,1.0043447421388376,passed,
2024/12/15 02:45:00,0.7161039035170358,0.6613240937271408,78.14803744119632,97.10718995045124,2.5680871619474237,2.58,2886.7121612958713,3273.6971949049002,0.9940255396257416,1.0021886334602883,26.759038557554767,0.7239287198863614,2.1198900581382922,1.0134795436058155,1.0038469007998163,passed,
2024/12/15 03:00:00,0.7189832874949387,0.6616113379267156,78.15939290518465,97.06572365368895,2.5719797365212687,2.59,2883.093179376328,3263.5005139161885,0.9938888355536989,1.0021183391620028,26.76728619374904,0.988011757215565,2.116390563845256,1.0155802296794576,1.0082531088460167,passed,
2024/12/15 03:15:00,0.7236791549231655,0.6608780838927478,78.06187141272939,96.92881160088706,2.5727550799922234,2.61,2870.85346633526,3271.072120924029,0.9936757452268214,1.0021039898210495,26.89685153176694,0.67124761188604,2.1091558301245086,1.008767775867545,1.007308557805879,passed,
2024/12/15 03:30:00,0.7222941853721406,0.6606841407787878,78.05625948165073,96.86360078284169,2.5714341615243623,2.6,2873.3861457694193,3268.877311588671,0.9937040587028249,1.0020480036029402,26.92399314866113,0.681769568745893,2.113408037188589,1.0078801207966679,1.0050601895919395,passed,
2024/12/15 03:45:00,0.719570611665325,0.660381964862474,78.00479806073486,96.786800118068,2.570094028174785,2.59,2872.2834967189547,3268.690356239748,0.9937646465785175,1.0020929064883402,27.114994935486468,0.6315529332968449,2.121761129411556,1.0088017542419854,1.0035193421142719,passed,
2024/12/15 04:00:00,0.7222730793744624,0.6603208703957381,78.0147192700244,96.74134085932991,2.571308623460931,2.6,2870.7309323567556,3266.1977874829518,0.9936612198634355,1.0020055751422607,27.057259771175172,0.6660930539555129,2.1168248327102286,1.0048996558268937,1.0022959063203671,passed,
2024/12/15 04:15:00,0.7181324021756942,0.6604517114349299,78.027617443488,96.74616279761729,2.569666382320631,2.59,2876.862572319996,3262.8415588775106,0.9938115554921492,1.002029109335097,27.08448597122205,0.7674448147738442,2.12522713254373,1.0077555952700095,1.000632995927905,passed,
