datetime,eta1,eta2,m1,m2,cop,cop_given,cp1,cp2,Speed line X,Speed line x,igva1,igva2,Evaporator pressure,k1,k2,Q,status,error
2024/12/15 00:00:00,0.7449093873164225,0.6764661328261591,78.7925997578978,98.04311953116796,2.6241502879636616,2.63,2815.324322775742,3184.4231832152627,0.9936836439869773,1.0035698303761547,29.93367677690207,2.218104548141716,2.104752738613835,0.9945178732614941,0.9920115515281498,15.744239145555555,passed,
2024/12/15 00:15:00,0.7446688507784242,0.674848933035261,78.52233178323621,97.70102577720135,2.6245881904358823,2.61,2791.656475940746,3193.765293810387,0.9932675091588523,1.0035875794556866,30.491933323730063,1.293411877086843,2.1211518753552863,0.9807578509535285,0.9801148978180777,15.709267291666665,passed,
2024/12/15 00:30:00,0.7436183847383164,0.6744169091845198,78.28527862926671,97.39228197381414,2.620451411747859,2.6,2789.3769017054565,3188.722716633039,0.993475600706076,1.0036029239903739,30.4499964690374,1.1886248490687745,2.1176347266882396,0.9812868703761556,0.9799244015368535,15.665319584444449,passed,
2024/12/15 00:45:00,0.7420535960289691,0.6745275634977159,77.71177587074655,96.71076313993227,2.6197739389823336,2.61,2768.097434236922,3170.3623029668124,0.993517278352612,1.003690255359551,30.711883759022133,1.0226453356934493,2.12132143131375,0.9802429404124952,0.9766106857911363,15.557422057222219,passed,
2024/12/15 01:00:00,0.7426888415706495,0.675977123076653,78.40380384681237,97.56212618115384,2.6205317595565374,2.59,2799.3141323824484,3186.0887757276014,0.9936972885688524,1.0036671596304938,30.36697345512317,1.4379722116749092,2.111976239983189,0.987498584010371,0.9830853944782633,15.684938414444444,passed,
2024/12/15 01:15:00,0.7449019517890245,0.6748164272601244,78.49006917930436,97.65564851277207,2.618289446387212,2.61,2803.806277936337,3199.427464154142,0.9936132676763473,1.003573809775973,30.022323700977857,1.3194876964405513,2.1038798400527052,0.9884635615894305,0.9880477917341537,15.71820355111111,passed,
2024/12/15 01:30:00,0.7430294159636512,0.6763681939650423,78.71531259316299,97.92383899665906,2.6201563038143276,2.6,2811.4428458323696,3198.5727463961684,0.9937325484996293,1.0036630853013084,30.255192154021405,1.3654092504841246,2.1096745729936397,0.9886752909902377,0.9842841413802658,15.747180240000004,passed,
2024/12/15 01:45:00,0.7445121340385079,0.6758082225369457,78.84603178863603,98.07438759078983,2.620467589699912,2.58,2815.542040656506,3206.4505159494424,0.9936177299712876,1.0035945538111752,30.09602121285284,1.3624286837024446,2.106028271406148,0.9882873086432484,0.9863150225020022,15.78043632,passed,
2024/12/15 02:00:00,0.7451864908809468,0.6760631572886834,78.99989158001124,98.25151348581284,2.6206810414237838,2.61,2819.033428151674,3215.1585051820425,0.9935659285603196,1.0035929429898172,30.022930465919142,1.3568509915615043,2.1059166932647786,0.9935422004914176,0.991970529509707,15.8136924,passed,
2024/12/15 02:15:00,0.7462584695682979,0.6759778489533235,79.1008183564571,98.36493465454615,2.6230129869310166,2.61,2818.096179921841,3218.8394170877173,0.9934012721932647,1.0035696635039517,30.008323905623485,1.3588581218531228,2.1075438342735433,0.9926281517463779,0.9923250384156389,15.834960472222221,passed,
2024/12/15 02:30:00,0.7464870104024522,0.6743590687763795,79.03975043831608,98.22767093619206,2.62214022517676,2.6,2810.250681340285,3225.930821898795,0.9932029216823343,1.0035193800481728,30.205706397281183,0.9882312894104583,2.115324123730619,0.9868887529640307,0.9889353686291685,15.827714326111114,passed,
2024/12/15 02:45:00,0.7419908230942787,0.6770579481268092,79.1493128096345,98.35138034318899,2.6195538710676862,2.58,2825.3598042599574,3214.015203344615,0.993822378225069,1.0037073183832952,30.35488364903726,1.1831418383400276,2.1159715282730156,0.991939689497193,0.9855460077439168,15.820468179999995,passed,
2024/12/15 03:00:00,0.744237480034967,0.6759262008636935,79.10832161465386,98.24419304113823,2.620891739357629,2.59,2822.5502344432257,3209.333566927556,0.993681166432598,1.003594685003551,30.073586843561433,1.5127227716219387,2.112671604964472,0.9942537535320819,0.991518319785895,15.808914427777777,passed,
2024/12/15 03:15:00,0.7468295909503437,0.6727309436311978,78.89799249293273,97.96701656820149,2.6158313607632797,2.61,2814.7531546769314,3226.0300902126583,0.9934590432366742,1.0034512999591725,29.82031786946863,1.0066944988153714,2.10583593264583,0.989055106001016,0.9934381137070486,15.801670255555555,passed,
2024/12/15 03:30:00,0.7462361938932279,0.6722330992196964,78.90542019867557,97.9173633541023,2.6151392508565725,2.6,2814.588898668821,3225.022979803794,0.9934883567096112,1.00344344500228,29.90512846047222,0.9640221514714152,2.110039772136508,0.9872561692969665,0.9915765868694147,15.794426083333333,passed,
2024/12/15 03:45:00,0.7443326417742674,0.6736409832000337,78.91606683231555,97.91748426367884,2.617028154306045,2.59,2812.5144204475637,3218.3264020699885,0.9935540824829182,1.0035392260088003,30.210579768829398,0.9339808370869425,2.118160251570208,0.9878096937225841,0.9880571243308622,15.782880226666661,passed,
2024/12/15 04:00:00,0.7461430628275497,0.6707159896697787,78.83451780078153,97.75792349709465,2.6134895734973913,2.6,2811.136424879726,3226.7440774603156,0.9934432909008937,1.0033973121819153,29.979892599450615,0.8349230111759056,2.1135486368484844,0.9840385924029955,0.990188773005788,15.77993773888889,passed,
2024/12/15 04:15:00,0.7435606581237586,0.6731799995990555,78.94383410194605,97.88217654379203,2.6168217494943664,2.59,2814.479616961814,3214.586484457523,0.9936016327399397,1.0035177630965466,30.308163624080535,1.0027346601220064,2.121593859024071,0.9859030490564483,0.9858343552908133,15.776991303333329,passed,
2024/12/15 04:30:00,0.7448933211271596,0.6721954399414065,78.87003096116369,97.77689971629559,2.613877402300174,2.6,2814.7790653592856,3219.9496124735288,0.9936251687344437,1.003465431974818,30.009371118404285,1.0094379575543273,2.11430555549793,0.9902636500775599,0.9928843632840914,15.77404092,passed,
2024/12/15 04:45:00,0.7459669117139248,0.6693963709458077,78.78887427474534,97.61699013234498,2.607603286916597,2.58,2818.279459417268,3229.8363210846305,0.9936977163855198,1.003346459049126,29.699386675940698,0.8943578971488584,2.10648826306721,0.9888933875025844,0.9965408951430501,15.77108658888889,passed,
2024/12/15 05:00:00,0.7438365657553083,0.6717921963766419,78.90594687437039,97.74969940160082,2.6107527277221867,2.61,2820.631730226385,3220.698786264551,0.9938228648868507,1.0034664505005468,29.979981981793152,0.9094558991377167,2.114384395438297,0.9885953549779727,0.9905487461652158,15.772420124999998,passed,
2024/12/15 05:15:00,0.7463578833255561,0.6691088781739323,78.8475803227035,97.62131100559837,2.607866211722598,2.58,2822.4915539942135,3224.3891692420057,0.9937741126689756,1.0033099401821302,29.5226120720679,1.2244296941338186,2.1047624100228117,0.9917938381169051,1.0001005526121607,15.769455924444445,passed,
2024/12/15 05:30:00,0.7455921442683888,0.6687880119071841,78.81981172464936,97.57391532571386,2.605543357266449,2.57,2825.1489033168377,3225.9834764767515,0.993880376846864,1.0033107762552584,29.54710976320698,1.1016249310872528,2.103314427468773,0.9901642194364606,0.9981021579961952,15.766487776111108,passed,
2024/12/15 05:45:00,0.7467028208561872,0.6675476841284751,78.78383069253532,97.47061111300945,2.6051270150047685,2.59,2820.866090769673,3228.447319247618,0.9937662804816126,1.0032526191538986,29.460987327913532,1.0265184382670218,2.105099224748618,0.9882199513091522,0.9988890806160005,15.759229786666664,passed,
2024/12/15 06:00:00,0.7438212564196992,0.6686158347044914,78.72754764178563,97.39818160453898,2.6041691426321476,2.58,2818.4502602804014,3225.3660883691614,0.9939217999203898,1.0033726136172003,29.86011518201545,0.684343322451198,2.1140305783859636,0.9848239201721497,0.9908783502044625,15.73912003888889,passed,
2024/12/15 06:15:00,0.7441703989751239,0.6681200988192778,78.68665660361619,97.29142866069274,2.6064487311006,2.59,2812.907255034505,3217.9123605145514,0.9938180868528178,1.0033469028107915,29.917721010235468,0.9277006169327459,2.11929196932893,0.9858574381383727,0.9927445662065125,15.719022134444444,passed,
2024/12/15 06:30:00,0.7436640774281719,0.6671178428648931,78.22801283501352,96.7114607403505,2.6054384533537247,2.58,2794.8090257988547,3204.8130588751933,0.9937931873913398,1.0033667764364056,30.051869098317063,0.795428510454864,2.122723131005151,0.9826317516864892,0.9899274777902242,15.631646085000002,passed,
2024/12/15 06:45:00,0.7459194656196096,0.6589517648218801,77.06631762205645,95.21661308509887,2.5944591623927153,2.58,2754.8940153708168,3200.532257438505,0.9935086116639997,1.0031230946217675,29.944608334866405,0.08038424707684151,2.117774853042142,0.9654385108806975,0.9856513118494747,15.451110259444443,passed,
2024/12/15 07:00:00,0.7475848591327531,0.6709858003339566,79.40539442879002,98.32532307593625,2.608091169441987,2.59,2842.6951811605477,3254.067614248542,0.9937469782275364,1.0033426208587504,29.301930033777662,0.8843933228963453,2.096580553737591,0.9981052604305773,1.00551855284119,15.900913208888893,passed,
