X,R2,RMSE,MAE,COUNT
0.9904,0.9941549478157136,0.0004966511250315911,0.0004057545757659486,15
0.9933,0.9863788363613429,0.00016525690315883192,0.00013282830217824996,9
0.9935,1.0,5.733167046599011e-16,4.440892098500626e-16,3
0.9939,1.0,7.021666937153402e-16,5.921189464667501e-16,3
0.9937,,0.0,0.0,1
0.9867,0.9459449364646991,0.001936118433195234,0.0012095661941077397,23
0.9869,0.9956165233845973,0.000349247578523009,0.0002457297788997281,20
0.9903,0.9768360087368383,0.0006676861969111868,0.00046659964502312627,14
0.9877,0.9662995904277847,0.0011901477128067012,0.0008504074586934363,20
0.9851,0.7147734964155976,0.005814006136724562,0.004189010471910497,64
0.9841,0.6647336163915694,0.006454442938769927,0.004313807380264594,58
0.9849,0.7363319008091574,0.005760542508864278,0.0039735134089297726,53
0.9847,0.6026039860931391,0.007104445103375668,0.00490460213507843,54
0.9854,0.612670627820934,0.007261925937127514,0.004732244122216511,50
0.983,0.5863918734871618,0.009360399087534998,0.00805401443933635,37
0.9878,0.8346137039495392,0.003966104399650476,0.0031206392611529132,12
0.9875,0.7563806332119646,0.002758293101556828,0.0016123527925728087,25
0.9872,0.884834099389546,0.0011107558453198813,0.0006062561434216574,40
0.9873,0.6908529252169084,0.0035987071109367615,0.0016902974502921288,29
0.9863,0.7078639108813312,0.003133220562439137,0.00206470673487877,34
0.9876,0.22419842514058375,0.016717972133247067,0.008023264573233905,17
0.9874,0.5753884450941923,0.004813606836568554,0.003260388561688626,26
0.987,0.5740021319047861,0.005684997232011867,0.004455664953298262,24
0.9871,0.33674711113130984,0.011977298287204303,0.00816001163488153,22
0.9866,0.8067785027535352,0.000967825837617351,0.0005356892905496723,23
0.9868,0.39436558777230035,0.0034525712438676797,0.0017309081063740415,27
0.9861,0.6800753221804474,0.002461918252663443,0.0017004592728751711,40
0.9865,0.4722242687711865,0.004475890241662268,0.0024812808578756895,24
0.9842,0.6855825303083536,0.006892514251360638,0.003602901415041274,39
0.9839,0.6418684962645878,0.010121510797705506,0.007399865239955631,61
0.9844,0.698622400049349,0.005105958526779015,0.0031006326533175536,62
0.984,0.689606070818747,0.009220121170017663,0.006181220110407504,48
0.9837,0.6519448558700442,0.009433629226128887,0.007930936816956988,57
0.9838,0.7101831616025612,0.008460178547584797,0.006711772463005518,58
0.9862,0.6922174562447324,0.0023500580943231586,0.0014771138963594439,29
0.9816,0.8387414414654429,0.00717278234448828,0.005629667717587258,48
0.9859,0.6586367591021234,0.0029703081275219414,0.0018305001920415937,42
0.9802,0.6574419921425347,0.02148213252661673,0.018378971296591093,75
0.986,0.6673939717530379,0.004178811249157023,0.0029510760058567495,32
0.9855,0.449276084560974,0.007289521760840235,0.0041199222828342255,37
0.9853,0.6563222374409958,0.0078056990220392855,0.005406961859684897,44
0.9852,0.6736919387499176,0.0084561770035594,0.006099915702186909,67
0.9848,0.601212104614079,0.006812573695245053,0.004065934253492459,54
0.985,0.6545127423843591,0.005662543302847711,0.003826708244901722,58
0.9856,0.8055114157534871,0.0016467559550428896,0.0010380506113706405,47
0.9857,0.7835102960989138,0.0017223009660824243,0.0010426081079606617,32
0.9864,0.5380784673025418,0.004717382914928315,0.002998593462075061,20
0.9858,0.8341476574811285,0.0017585514922519626,0.0012685206786951465,52
0.9843,0.7338518966756844,0.007381342367789783,0.005025413527854565,47
0.9846,0.7453915265498836,0.0049333707344621615,0.0036446185965946605,58
0.9845,0.7358691869118659,0.004991002666362716,0.0029953323141863005,57
0.9836,0.6106665153310462,0.0069187029139781055,0.005102959260623391,46
0.9835,0.5782602375698223,0.006819288103245595,0.005104931442495031,51
0.9832,0.6955205258788295,0.004274510816602317,0.0024241052033262002,41
0.9834,0.6137206767717553,0.004440389931843378,0.00347259751084783,31
0.9833,0.40837989692697785,0.007102832698869655,0.004217998587148125,40
0.9825,0.5749977031268008,0.01302891780944838,0.00796039564567726,40
0.9801,0.7952447412296704,0.016989684489854474,0.01286146404555751,58
0.9828,0.5451402721760159,0.009287963352933517,0.005839645960929778,46
0.9819,0.8411527136961556,0.00800764756531148,0.005629010504424988,57
0.9822,0.5985825576482748,0.008824115383836978,0.0052483365448897645,73
0.9823,0.5982166086420666,0.010679674012654655,0.006974729209083949,46
0.9821,0.7640264590902622,0.009665641015237016,0.006991010659321397,52
0.982,0.7765855973132162,0.009492210115769447,0.0065340013860342785,50
0.9826,0.6749075510113685,0.009761821233564543,0.006519009489081409,46
0.9827,0.5507830797532018,0.014275410424622624,0.007636120706783145,40
0.9824,0.7247386704849488,0.011636294868435912,0.007980015134838061,42
0.9831,0.5817879632740112,0.007833853146921064,0.0065413443176371554,41
0.9829,0.5436570312788656,0.014105048988642368,0.00875771533837198,43
0.9806,0.609680142433837,0.01602262540160244,0.011730612871844072,65
0.9818,0.8765674377759344,0.007568523281570355,0.005892960904428923,52
0.9808,0.736957508638765,0.01259127455448763,0.009578633036977096,60
0.9817,0.7685042164918914,0.008965352293246593,0.006595239114163268,57
0.9814,0.8471541991235213,0.005104001784717911,0.003874250263998706,73
0.9809,0.5789209276126084,0.008205276469188083,0.005370502838932264,60
0.9812,0.7875915061972887,0.004645362539642534,0.0031241801112211506,72
0.9811,0.7856660899532669,0.003924144543372543,0.002534255499812072,65
0.9805,0.5990757904507142,0.021787501662027958,0.016484609414782518,47
0.9815,0.7370846678047416,0.006952684919267157,0.00447525477113917,63
0.981,0.7391311202836819,0.005271496946576618,0.0034889449159579413,62
0.9774,0.6841859226188923,0.009541754634310553,0.006994084737782378,51
0.9813,0.7823149304380286,0.004210560586700393,0.002957586633442991,59
0.9807,0.5946921344668983,0.010709163353012623,0.006541458736847393,56
0.9804,0.7541326518582453,0.017112489699101823,0.012495863838298314,53
0.9803,0.7295242604224553,0.02597586474859267,0.022560895796546784,77
0.98,0.8051342685773761,0.01362273047619786,0.010623903066858412,56
0.9799,0.7529929257594022,0.017059196386376686,0.013864324518514848,72
0.9798,0.7467728162806946,0.01692998878727482,0.013621929397345972,82
0.9797,0.6953115944793226,0.017318718693385877,0.013760388626951624,73
0.9796,0.7760654598811123,0.014540527862073724,0.010220557674552353,63
0.9795,0.7792908225453412,0.012486865108519289,0.008633444240766388,49
0.9789,0.8645483520505515,0.008332391310367442,0.006586486110254902,67
0.9794,0.7303796479891416,0.012714767767552733,0.00883472959741456,63
0.9786,0.7738113862696194,0.014448614273851414,0.00934366192301609,57
0.9788,0.818660732400263,0.008744165025718805,0.0057854996527635615,50
0.9785,0.772123018151691,0.010218857871848818,0.007617398876082949,52
0.979,0.7462927404617606,0.008733141456751366,0.00671538118959254,63
0.9792,0.7851301097299439,0.009426995983569659,0.006753181205925848,52
0.9793,0.7309582783221586,0.010233838611151748,0.007624315987648424,60
0.9787,0.8138733553982211,0.011876124753031254,0.007750278622347861,63
0.9783,0.723886042412963,0.013107816299151115,0.010217714978271933,46
0.9791,0.7204830751026199,0.011626620495539926,0.007547855521624324,59
0.9736,0.9706659010385047,0.0006390092989578407,0.00046364887687814056,21
0.9784,0.6989563348435373,0.012877203502432917,0.00996878451098869,61
0.9781,0.7859179749922808,0.010511427218850171,0.007713139380762316,44
0.9782,0.5344825026739017,0.01378743699560195,0.008443916620003546,45
0.978,0.5747067406436562,0.011955188916099358,0.008642796971671028,63
0.9779,0.5070533253575318,0.015019025126642388,0.009789281128736822,39
0.9778,0.6916805973681088,0.012141759568475222,0.009556915998951932,61
0.9776,0.5888800595190884,0.009408152976030903,0.007229899441635651,63
0.9775,0.41906900077042364,0.010888602591937933,0.00782269587902671,50
0.9773,0.642760343528183,0.007867367375063116,0.005919593202119113,75
0.9772,0.6162066342493695,0.008298952715536736,0.005175097990588979,67
0.977,0.5618620696071559,0.004318765850559072,0.002562423004751817,46
0.9771,0.6327529595482726,0.004290113615994996,0.0023760854166699854,53
0.9768,0.8552176170136608,0.0018881735804736964,0.0010930412200376213,43
0.9765,0.7515052385315764,0.0021913996948520237,0.0009260876708338787,60
0.9767,0.6957676924363537,0.002886971171883635,0.001586093799538931,49
0.9762,0.7732866041494215,0.008495203335427743,0.006207409087457607,52
0.9764,0.758491959234041,0.0019348852500429292,0.0010043932994105943,41
0.9766,0.9513174047877735,0.0007196201356644451,0.0005378435025685907,53
0.9763,0.4489540110894491,0.004976636730009864,0.0022169724393537806,55
0.9757,0.6705297965679511,0.002930293017434489,0.0018774056221831674,44
0.9759,0.7457956539799573,0.0014767479524432732,0.0007588981475576897,35
0.976,0.9808021320522318,0.0004878720966068358,0.0003877427247218569,41
0.9758,0.960070278256889,0.0006474169675282381,0.0005199202420365159,32
0.9754,0.7921421047330106,0.007072686320425172,0.005178383273809493,57
0.9777,0.561322766071651,0.01335229778273679,0.009900789426362164,53
0.9769,0.5124278702304097,0.004238963719369209,0.002683821383260143,40
0.9707,0.6816260838068124,0.003738292057594312,0.001327827911595776,46
0.9743,0.9805353829124103,0.00043756374172874713,0.0003874260954000761,36
0.974,0.9909577721325143,0.00037889822313720036,0.00031641098249640676,28
0.9742,0.8535941140983224,0.0028578788801869514,0.0016815608368075745,34
0.9747,0.9099326958244409,0.0014185053014960384,0.0009527446774960572,30
0.9744,0.880158931108632,0.0029603380992272925,0.0023952065634490795,25
0.975,0.8607526738059659,0.0033410095708531888,0.002515390704645579,25
0.9749,0.81612257965221,0.005931555271498096,0.004211731757128752,34
0.9752,0.6859438906427473,0.005799268614769167,0.004223045270967575,46
0.9753,0.5869689304021777,0.006207660780277103,0.0047553439368634345,52
0.9755,0.45559538272774014,0.007534900435056755,0.004938736292188491,58
0.9751,0.6286622044411948,0.004307269913110246,0.0029785961244403972,43
0.9756,0.9287331289651277,0.0005373291127740776,0.00045860819120084996,39
0.9761,0.8655050547431953,0.001549747659573847,0.0008240652692184813,25
0.9748,0.7090489101577544,0.0022292525610662,0.0012751970115324957,46
0.9745,0.955276270191627,0.0008130808558713332,0.0006011470174189565,39
0.9739,0.9810098264532241,0.0004752399097617707,0.0003484460289134268,21
0.9737,0.9533374460504286,0.0007339266162923293,0.00045290750252229727,25
0.9735,0.9594929818490985,0.0006518435734998079,0.0004575886580510065,23
0.9731,0.9711613829339304,0.000487584452733082,0.00034888953683053165,38
0.9727,0.9774468903527687,0.0003941421765609658,0.00031158134395976097,45
0.9725,0.9802296620342054,0.00037979647696030416,0.00029535778396344825,46
0.9722,0.9892663065756373,0.00025167824562281644,0.00021226040206751007,36
0.9724,0.9871160268673177,0.00028931282048339787,0.00023347345878713496,67
0.9733,0.9648079346838931,0.000671224208478509,0.00045687052761496095,30
0.9723,0.9906061699627886,0.0002603155802374617,0.00022199585373830236,44
0.9738,0.980645756603522,0.0003737470889792927,0.0002678096026512362,23
0.972,0.9159872481489428,0.0019030306013336274,0.0013738455153105994,70
0.9729,0.9098793561307436,0.00048075339681043097,0.0003814475238156403,31
0.9741,0.9917964744142652,0.0003363504181002615,0.0003023925515273669,19
0.9721,0.7745099817368848,0.003236681194979495,0.0012373006183844179,53
0.9746,0.9386057282800278,0.0028529371586599405,0.0023560623849418192,21
0.9734,0.9380807657227519,0.0006671412435747636,0.0004545383992120258,36
0.9732,0.9372022510928081,0.0006165278146314351,0.0004183867003892146,47
0.9706,0.9927526165419585,0.00036789312455780504,0.00029208028765981845,39
0.973,0.9392198046817863,0.00038724814173124965,0.0003169922583707074,40
0.9728,0.9791500052498759,0.00034013600645814256,0.0002605596138827382,40
0.9726,0.9485330157204691,0.00041291469863000103,0.0003330393070536175,60
0.9719,0.9785899026297249,0.0003150679142795507,0.00025768709967245967,41
0.9689,0.9847434508896281,0.00047146996426712423,0.00036649524711778787,55
0.9699,0.9794316090492348,0.0003946449653997896,0.0002750227829059266,36
0.9703,0.9924391826264156,0.0003692441377480541,0.00029353790682110146,43
0.9702,0.9885266573002595,0.0004680613242541505,0.00038222945844454403,24
0.9701,0.9900486355443193,0.00031830879298694445,0.0002571852111877985,35
0.97,0.9847289648073145,0.0005165544029364024,0.0003998588140237814,29
0.9705,0.9943278686203173,0.00030993315050618464,0.0002102612299161652,52
0.9704,0.9908626274032719,0.00035078905523251724,0.0002451400132457717,43
0.9708,0.8856183519337374,0.0019913887676418713,0.0009359098647342489,43
0.9714,0.9814493946968201,0.0002867953813331673,0.00022363555458174397,88
0.9711,0.8708010858041146,0.0017072189475806996,0.0005736622710069853,56
0.9712,0.9852054151730681,0.0004234197715276418,0.0002911997596775361,54
0.9713,0.9877075297742973,0.00037256397656439935,0.00023950698073278573,62
0.9715,0.9785124056303574,0.0003174556210264039,0.00027088356326009495,68
0.9686,0.9834981087243004,0.0004099185362375938,0.00032171548150811136,36
0.9685,0.9877874820330824,0.00035578036579920493,0.00029379640256289044,39
0.9683,0.9876695879025633,0.00022112207819780533,0.00018459733158001276,33
0.9682,0.9829952204348008,0.00026154118727164877,0.00019645645032851562,30
0.9679,0.9867499744943345,0.00026668909237256936,0.00020533117755176125,35
0.9678,0.9868985307014407,0.0003846173160286144,0.0002469189985096732,43
0.9684,0.9866767912559119,0.0002990032370289173,0.00022023259544379226,30
0.9687,0.9885845746205505,0.0003608444008200398,0.0003070916547853535,43
0.971,0.944281600999484,0.0011002149033694133,0.0005636044710743832,32
0.9709,0.7631061883618826,0.0028659996487583974,0.0009592828467347487,44
0.9716,0.9305101909483554,0.0018442995720322466,0.0007444872493896898,67
0.9718,0.985244742592918,0.0007153732112100451,0.0006043920450781999,59
0.9717,0.9725814496596416,0.0012173150884584503,0.0010365951107303964,55
0.9698,0.9843109555664458,0.00032875166336133153,0.0002354120010227364,39
0.9697,0.9861204454690842,0.0003329422999338755,0.0002734283554454733,46
0.9681,0.9891347155267178,0.0002936235308676667,0.00021256303674694227,37
0.9693,0.9725220443028223,0.0004986245293234295,0.00034227507790406396,40
0.9696,0.9893537859845496,0.00036953547247460023,0.0003153289239805306,42
0.9695,0.9828264607913187,0.00045301682292994125,0.00033668902885420113,35
0.9692,0.9885848648903962,0.0003233325533196715,0.0002609744402762182,45
0.969,0.9876698539354117,0.0004129747438685038,0.00034658580204675253,44
0.9691,0.9949217532617352,0.0002493034959023951,0.00021118911377059822,35
0.9688,0.9854748586651881,0.00036733258793028,0.0002957019125088182,46
0.9694,0.9769730340332077,0.00041875346693003176,0.00033127885888796017,37
0.968,0.9952235198603231,0.0001665886121983123,0.00013175692203272859,25
0.9677,0.9950295039815209,0.0002000945920393323,0.0001477307744936333,22
0.9662,0.9967625349619345,0.00017676508227827833,0.00014100899213038512,24
0.9668,0.994402622284637,0.00012918753819080963,0.00010264402026836465,24
0.9672,0.98918051143407,0.00025780651263791667,0.00018138964740069515,22
0.9676,0.9953243984430471,0.0001997967496433166,0.0001275562828379891,15
0.9675,0.9961114275116794,0.0001672108879487796,0.00013354335712737844,18
0.9674,0.9968350110142942,0.00019033167478838204,0.00015901266787254897,16
0.9673,0.9953958781149719,0.00024895650042976506,0.00019534677533324855,13
0.967,0.987842104183566,0.00018307884890183287,0.00014868343799095962,16
0.9671,0.9757127964043522,0.00018626560935336095,0.00012347993473551532,10
0.9669,0.9603135847283497,0.0003633810486784935,0.00025642303344735234,24
0.9667,0.9888747641190752,0.00023039367346985786,0.00018640175166912226,30
0.9665,0.9929531409583221,0.00018631515886373317,0.00017227576865288017,26
0.9666,0.9929989690054382,0.00018067728619224128,0.0001455406324981645,35
0.9664,0.9957851411689914,0.00016277042334263123,0.0001220990832058411,19
0.9663,0.9931022118623619,0.00020270425039439514,0.0001391691981690868,24
0.966,0.9942064269780152,0.0001599678154633756,0.0001419130444492754,13
0.9659,0.9909298067074584,0.00018682388434508457,0.0001349026272021714,10
0.9656,0.9968801933556907,0.00015021396533177776,0.00010573571487317222,7
0.9654,0.9997700266470672,3.621590478762791e-05,3.096516687917106e-05,6
0.9651,0.9970244860014653,9.551968854541208e-05,7.379615173299456e-05,11
0.9653,0.9871035865254116,0.00023579004977216368,0.0002010928297223232,6
0.9661,0.9953704848930196,0.00021091519161543096,0.00016940132921744162,19
0.9655,0.9877789735937746,0.0002922463905025435,0.00021496700931777912,4
0.9652,0.9992947770468116,6.744735308965129e-05,5.89882009313758e-05,5
0.965,0.9900020255331142,0.00020737218232969262,0.0001728307624621185,9
0.9644,0.996427195530345,0.00017645562156879893,0.00014341086111422375,10
0.9657,0.9990948739567383,2.425903709552624e-05,1.2452267546753104e-05,40
0.9658,0.9921971962174814,0.00017303491194371355,0.00011822767905407261,10
0.9641,0.9960844721225386,0.00010486844153930626,8.375135433046231e-05,9
0.9645,0.9812092108071347,0.0001772803183018635,0.0001610347060090087,9
0.9646,0.9880593573071811,8.782462204588601e-05,3.8375036375784544e-05,64
0.9648,0.9872937241097454,0.00013832344501035865,0.00010113730131960313,9
0.9647,0.9899570680051044,0.00017054787927826574,0.00014889066134327056,6
0.9643,0.8369758002720632,0.00020228752542957037,0.00015677462100555095,12
0.9642,0.980552098352904,0.00023132169880737204,0.00018327374379190076,12
0.9634,0.9441926985627551,0.0003120822743051882,0.0002552439576469778,6
0.9635,0.9936885225234136,9.338924713751454e-05,7.437067433324618e-05,6
0.9637,0.9966563671299337,0.00021582705698262454,0.00018868407390106498,6
0.9639,0.9762574072605098,0.0002367598334977269,0.00021245303415245626,15
0.9638,0.9894826197245353,0.0001483121390489292,0.0001172463581688062,12
0.964,0.9952471519675947,0.00015148058493313432,0.00011364098817962582,9
0.9636,0.998050904670032,9.184897893182745e-05,7.162550003572378e-05,9
0.9633,0.9919559485488705,0.0005291934427349329,0.0003920799950272169,13
0.9627,0.995932297890095,0.00010284051611409067,8.736606816812653e-05,5
0.9624,0.9364336040175694,0.00027712488862011473,0.00021476731962962367,15
0.9623,0.9962050062613033,0.00015281384084426882,0.00014190958336082748,4
0.9625,0.9941976161065238,0.0001601514451711373,0.00011508746970201322,7
0.9626,0.9939371653041082,0.00018303122554532618,0.0001547085172995091,9
0.9628,0.9958474192442481,0.000190372050683059,0.0001342043229435319,11
0.963,0.9995448434457586,8.401016260089422e-05,6.833921084628944e-05,7
0.9631,0.9992104805407375,0.00010833136993404544,8.758598594635903e-05,10
0.9632,0.9984099711271515,0.0001790072568239573,0.00013544600429322214,9
0.9621,0.9923022860303934,7.407526973533252e-05,5.50598750253186e-05,11
0.9629,0.9957062377145796,0.0001353860572466433,0.00011479294655445394,5
0.962,0.99725226968683,0.00016655719803716315,0.0001223028987369553,6
0.959,0.95513064086762,0.0003235539062848211,0.0002923850488823117,12
0.9591,0.9467316000101227,0.0004381151246360741,0.0003791248028840693,14
0.9592,0.9819758789592461,0.0002646757627250775,0.00020426623252770495,17
0.9593,0.9908552010986382,0.0001901841455146344,0.00017368176535680448,11
0.9594,0.9907153475928977,0.00016551021011661885,0.00013579543437589487,19
0.9589,0.90522621516084,0.0005049230559008535,0.00048547204075390294,7
0.9588,0.8075292880985319,0.0003905731668281162,0.0003101887247195734,10
0.9586,0.9568663685778278,0.00016585541775699904,0.00013745330438165646,7
0.9585,0.9658030868668879,0.00014307304634276994,0.00011227984381572449,7
0.9583,0.5185461814245635,0.00033391149108046427,0.00026414760830466885,7
0.9582,0.2927845887172714,0.00015273749247386175,0.0001260412671471959,6
0.9616,0.9965769794339322,0.00017819885543075365,0.0001347169579343301,14
0.9617,0.9984856847976122,0.00012381271013150004,9.897679065258569e-05,16
0.9615,0.9973848600531907,0.0001824015421163628,0.00015154231713013474,11
0.9614,0.9922017622179625,0.0001407111965084966,0.000104466613148922,7
0.9618,0.997906433074133,6.555895216441345e-05,5.534646019692927e-05,6
0.9619,0.9953312382946335,0.00028430083672556527,0.00020549505452213988,9
0.9612,0.9982853124145572,6.568537077737147e-05,5.084838328839325e-05,5
0.9622,0.9963229018893731,3.55029694885481e-05,2.8857616399924346e-05,8
0.9613,0.9991922564368961,6.478182213754942e-05,5.543329007795528e-05,4
0.9604,0.9575784042976314,0.0001824108453465752,0.0001551649470652561,20
0.9602,0.9640144398988493,0.00022845585022475938,0.00020541369372099988,13
0.9606,0.9747600530571092,0.00015199522501100154,0.0001337215142164833,11
0.9609,0.9845313605957899,0.00025635644715467473,0.00020096104930314836,7
0.961,0.9938209935912027,8.512695185293447e-05,6.110539005532711e-05,4
0.9611,0.9848248983282428,0.000138335112638715,0.00011427798462851357,8
0.9579,0.9430100085607144,0.00022123468392799684,0.00018657225073949078,11
0.9578,0.8861722553045164,0.00037042856052989313,0.0003224141455596463,5
0.9584,0.8673441037811837,0.0004901788405366026,0.0004287667859076231,6
0.9581,0.9404402433598172,0.000327098381780248,0.00027546138148794156,9
0.958,0.9901210667597033,0.00015388591957785422,0.0001297639427514533,7
0.9587,0.9519963221087,0.00018426321067074278,0.00012075941976279203,8
0.9575,1.0,1.4332917616497527e-16,1.1102230246251565e-16,3
0.9607,0.974157609239827,0.0001650549835675012,0.000146169623213652,9
0.9605,0.9226230333416313,0.00016164564519527717,0.00011247479605676473,11
0.9603,0.9291905568321351,0.00016866859021812147,0.0001256767184354925,13
0.9601,0.9854048897094227,0.00012892114973277977,0.00011607164966218609,15
0.9599,0.9814732456203559,0.00016128510615435638,0.0001438390964557753,13
0.9598,0.9840129476814027,0.0001373638042648707,0.00011033665123436759,16
0.9597,0.9912938960031052,0.00013036307956677367,0.00010845560527708972,14
0.96,0.9900711656111009,0.00011041035177183682,9.716791904776923e-05,10
0.9596,0.9712891269101173,9.880461763963789e-05,8.117206509429008e-05,13
0.9595,0.9861755283988752,0.00017686594865235926,0.00014350443492581634,25
0.9576,1.0,1.7554167342883506e-16,1.6653345369377348e-16,2
0.9577,1.0,2.220446049250313e-16,2.220446049250313e-16,2
0.9608,,2.220446049250313e-16,2.220446049250313e-16,1
0.9649,1.0,7.021666937153402e-16,6.661338147750939e-16,2
