eta_s1_corrected_df,eta_s2_corrected_df
0.7267405460590869,0.7003642398689293
0.7149803093836361,0.6888139857808295
0.7144341326276463,0.6883242900700814
0.7119802302048245,0.6861627937845842
0.7191329092764722,0.6930470569424616
