datetime,eta1,eta2,m1,m2,cop,cop_given,cp1,cp2,Speed line X,igva1,igva2,status,error
2024/12/15 00:00:00,0.7050052246980084,0.7012207464866759,78.37400850321987,97.52225852971353,2.6013815359065364,2.63,2959642.3533816696,3092419.3036087463,0.993701889555121,28.855696231629715,5.157397128523693,passed,
2024/12/15 00:15:00,0.7031571336374014,0.7012927437112979,78.10953157454006,97.18740114437712,2.6020378353172546,2.61,2941707.934034275,3095388.5894395397,0.9932861223530032,29.304136690260723,4.651037919667799,passed,
2024/12/15 00:30:00,0.7032237105391931,0.7012015674660254,77.90677051518568,96.92139179341982,2.599721077199231,2.6,2936241.6521261656,3089330.9389598654,0.9934969662810041,29.258021751558797,4.576775681244194,passed,
2024/12/15 00:45:00,0.7019819994748724,0.701000636020173,77.33631792668949,96.24351317826479,2.599073582322124,2.61,2912862.524836879,3072698.7832975998,0.9935385740350802,29.508938480656152,4.491995793284706,passed,
2024/12/15 01:00:00,0.7034031549886567,0.7012334052551863,78.01420924032908,97.07733237916581,2.5992507457079035,2.59,2941834.6109937015,3092376.590626662,0.9937178048270952,29.201745612626983,4.666437539617936,passed,
2024/12/15 01:15:00,0.7048258844340461,0.701364683127524,78.11331593064308,97.18690025949604,2.5977457163277884,2.61,2949916.2508909144,3100594.307155606,0.9936348844039203,28.8965557079859,4.475282597463517,passed,
2024/12/15 01:30:00,0.7038396053286688,0.7013904945384836,78.32118050120451,97.43352870956353,2.5987272693663006,2.6,2953978.968389525,3105396.726343872,0.9937528174175175,29.113087746958104,4.551666302585076,passed,
2024/12/15 01:45:00,0.7046585414407041,0.7014786967946213,78.45176370244113,97.58396847618168,2.599058193169863,2.58,2960767.8754366455,3110631.8826407073,0.9936381041054391,28.94769832546494,4.5271952398322695,passed,
2024/12/15 02:00:00,0.7048312638975555,0.701589598704034,78.5904946470746,97.74234989744609,2.598523088030811,2.61,2965805.3868273683,3119642.3503505783,0.9935851190449758,28.92043306400797,4.349288486434135,passed,
2024/12/15 02:15:00,0.704912826001232,0.7016439782543379,78.67179673489194,97.83142963339112,2.5998137191284956,2.61,2967951.96817529,3122653.7360406923,0.9934188395251241,28.923792319509776,4.3406854596928985,passed,
2024/12/15 02:30:00,0.7044109348498337,0.7016408276465824,78.63258573007612,97.72166173504903,2.600076304014529,2.6,2963597.183741349,3123608.9581644223,0.9932223649687238,29.05272646962965,4.139250783326938,passed,
2024/12/15 02:45:00,0.7032700531401728,0.7015471184879443,78.75062809876827,97.85597248374566,2.5980144777258767,2.58,2966755.2572499355,3122490.6598852603,0.9938424504178549,29.243989083717462,4.294717861304641,passed,
2024/12/15 03:00:00,0.7043158813585214,0.7014682189833514,78.70620963666528,97.74481236937916,2.5991352924627247,2.59,2968211.8065721993,3113961.219917257,0.9937008852135798,29.02057237729425,4.4883444734936955,passed,
2024/12/15 03:15:00,0.7056766893900985,0.7015513472595303,78.54808359849133,97.53253744679455,2.5968255956490096,2.61,2966707.27448199,3118086.793614644,0.9934830876284061,28.731931356409024,4.098484864356563,passed,
2024/12/15 03:30:00,0.7053327703230872,0.7014954912115094,78.57066658323741,97.50195220345597,2.5969319452389916,2.6,2966248.8207179494,3115506.6271839137,0.9935136510640872,28.803432733101673,4.120734759532914,passed,
2024/12/15 03:45:00,0.7039854220121494,0.7014522134454952,78.55896661032712,97.47440141920035,2.597632433808933,2.59,2961241.790277379,3114429.525186406,0.9935774986576834,29.0984168326776,4.116171933862636,passed,
2024/12/15 04:00:00,0.7052033718046551,0.7014361782954615,78.53320973043378,97.38428955967926,2.5970258002087396,2.6,2964155.34597351,3111803.46724589,0.9934714243992554,28.83210527309983,4.093368306107302,passed,
2024/12/15 04:15:00,0.7037398223553839,0.7013731968901342,78.60636779178287,97.46375327711445,2.5984523829306756,2.59,2962088.576622789,3109401.586361858,0.9936267851159217,29.1460505388498,4.261566846093337,passed,
2024/12/15 04:30:00,0.7047670951905657,0.7013996026486138,78.55043033058861,97.38068383525439,2.596468796492848,2.6,2964107.173056152,3110883.5337633817,0.9936517276489546,28.910937588581753,4.112252313683716,passed,
2024/12/15 04:45:00,0.7061489991616932,0.7013850353987917,78.54285745721319,97.31218286773431,2.594075771846029,2.58,2969281.333284754,3110175.5964960237,0.9937304561900525,28.585519558296106,4.027228510101312,passed,
2024/12/15 05:00:00,0.7047682504277144,0.7013531420286676,78.61793782603738,97.39291009718605,2.5950350021625623,2.61,2967355.201013263,3110365.837221052,0.9938519597794389,28.887418889650974,4.093658458389599,passed,
2024/12/15 05:15:00,0.7066202789682152,0.7013082246235587,78.60653914796939,97.3228775547863,2.5946016502874434,2.58,2973498.834381031,3104094.9583042366,0.9938071449051611,28.46828623016836,4.246210533570123,passed,
2024/12/15 05:30:00,0.7066570113585241,0.7013007381995784,78.6048344079583,97.3077870765236,2.5936469027007445,2.57,2974167.854011601,3104520.750956854,0.9939156736148363,28.44749109433558,4.205177428643276,passed,
2024/12/15 05:45:00,0.7068984460365146,0.7012733536573745,78.57757359985091,97.21543178631718,2.5936807208499686,2.59,2973415.4908658382,3102392.5565600614,0.9938021030949054,28.400241599788156,4.150621322098123,passed,
2024/12/15 06:00:00,0.7052668373255766,0.7012329433105959,78.52366154605633,97.14594289555671,2.5928497609752363,2.58,2966342.9259117614,3103657.4329611473,0.9939577538920746,28.75166084174616,3.9918762926574396,passed,
2024/12/15 06:15:00,0.7049591572895819,0.7011313914859669,78.47569730451822,97.03058987957756,2.5947327086634577,2.59,2962894.990339989,3094954.842886567,0.9938534120606831,28.827173020577316,4.173993942410009,passed,
