Speed line x rounded,0
0.987,120
0.988,92
0.989,98
0.99,82
0.991,93
0.992,131
0.993,180
0.994,230
0.995,319
0.996,765
0.997,1431
0.998,1967
0.999,2526
1.0,1986
1.001,761
1.002,330
1.003,251
1.004,52
1.005,21
