datetime,Evaporator temp,Souce_temp_in,Souce_temp_out,Condensor temp,Condensor pressure,Sink_temp_in,Sink_temp_out,COP,Compressor Power1 [W],Compressor Power2 [W],Condensor load[W],Temp difference,Intermediate pressure [bar],Vapour fraction Flash tank,error
2025/01/28 01:15:00,0.55,7.01,3.92,100.69,26.81,62.7,93.6,2.6621310227444495,2450046.4534728304,2971268.029234048,14432777.149999995,63.26538528082489,8.43,0.21043625067888258,
2025/01/28 03:45:00,0.58,6.94,3.9,100.66,26.71,62.78,93.3,2.6335275573193666,2441207.781773249,2968769.6045625745,14247844.89333333,62.569202266479635,8.39,0.21084069658347035,
2025/01/28 06:15:00,0.38,6.89,3.76,100.78,26.63,61.97,92.91,2.6649811546288245,2453971.7711093496,2968422.5426100027,14451101.108888887,62.75316923666509,8.38,0.2063498331598068,
2025/01/28 08:45:00,0.06,6.87,3.71,100.06,26.66,61.08,92.41,2.6815429555299697,2471000.594577326,3001973.982199027,14676547.202777777,62.45412119605095,8.32,0.20372370367254322,
2025/01/28 22:30:00,1.06,7.04,4.12,99.6,25.63,61.3,90.64,2.593186038096808,2247191.1342613623,2778885.13206153,13034034.200000001,58.89728765148806,8.23,0.18435523337967144,
2025/01/29 01:00:00,1.49,7.17,4.46,99.51,25.59,61.69,90.97,2.633801649488951,2177564.878015189,2773902.335873822,13041717.040000001,61.45529070190668,8.24,0.2007975417960508,
2025/01/29 03:30:00,1.63,7.15,4.48,99.58,25.59,62.03,90.97,2.6164981081903376,2154874.4718550784,2747060.490674406,12826431.48111111,61.88043357226212,8.27,0.20330370719229526,
2025/01/29 06:00:00,1.55,7.15,4.47,99.66,25.61,62.36,90.85,2.596362754814826,2137792.063432292,2728278.6585019915,12634596.418888886,61.48151373157759,8.27,0.20066438776632253,
2025/01/29 08:30:00,1.31,7.15,4.28,99.28,25.71,61.98,90.73,2.5205782970270856,2174520.3551092646,2734898.618754056,12375020.625000002,59.92294068798657,8.26,0.19848614061671688,
2025/01/29 11:00:00,1.48,7.27,4.5,99.18,25.57,61.59,90.58,2.57019922415112,2200246.2621861035,2725026.1592548867,12659419.232777776,59.97624062823638,8.32,0.1947310054854903,
2025/01/29 13:30:00,1.6,7.43,4.59,99.29,25.66,61.21,90.39,2.5730222352754475,2187673.8992070113,2746009.4949128013,12694955.154444441,59.74523624634264,8.28,0.19521468576312404,
2025/01/29 16:00:00,1.48,7.35,4.5,99.56,25.69,60.7,90.2,2.601131840880287,2239159.475536423,2789270.24186164,13080108.249999998,59.76697769729003,8.27,0.19467815453573775,
2025/02/06 20:00:00,-0.16,5.93,3.08,98.28,25.28,59.93,90.95,2.60348762331698,2296436.026556534,2803417.4263249394,13277912.816666666,58.49070310138836,8.07,0.17428610142162185,
2025/02/06 22:30:00,-0.11,5.88,3.14,99.36,26.13,60.54,90.7,2.5387011520769827,2236960.7232991834,2834248.6425081594,12874776.200000001,62.52633010393828,8.18,0.20685493976804634,
2025/02/07 01:00:00,-0.11,5.87,3.09,99.16,26.05,60.31,91.23,2.5792388238442445,2293414.2717223167,2848088.6154175363,13261675.606666667,62.013921303105406,8.21,0.19907884647366328,
2025/02/07 03:30:00,-0.15,5.6,2.99,99.79,26.19,60.84,91.33,2.5286192249486534,2284483.0159374974,2847946.027103226,12978475.03333333,62.577827784922306,8.21,0.20711421961956383,
2025/02/07 06:00:00,-0.04,5.58,2.94,99.2,25.82,61.37,91.44,2.5273736734923857,2261758.3410262754,2818354.595005827,12839848.236111112,61.69769778581485,8.14,0.20181464267663535,
2025/02/07 11:45:00,-0.07,5.57,2.95,99.65,26.17,59.33,92.23,2.568871620209026,2302456.680356804,2853699.7465010583,13246042.63888889,59.63066351504523,8.14,0.17850405208606093,
2025/02/07 14:15:00,-0.14,5.76,3.08,100.34,26.49,60.79,92.81,2.552706489188958,2267380.6930545387,2846434.9932306525,13054584.24111111,61.24655204908845,8.22,0.19002748799530347,
2025/02/07 16:45:00,-0.03,5.69,3.05,101.52,27.28,61.01,93.25,2.5289102797856766,2324307.3087103316,2905066.0844517653,13225136.368888889,62.56574050033498,8.35,0.19957050351831446,
2025/02/07 19:15:00,-0.05,5.74,3.09,101.23,27.19,61.23,93.7,2.530287259953358,2298644.626388539,2910339.711855227,13180743.723888889,62.87616113169997,8.3,0.20411713885407382,
2025/02/07 21:45:00,-0.05,5.63,3.02,101.11,26.93,61.28,93.64,2.553453074361526,2333040.4179989216,2925081.3785545393,13426910.077777775,62.858989891888484,8.27,0.20462036172245524,
2025/02/08 00:15:00,-0.05,5.64,2.97,100.86,26.83,61.71,93.72,2.514255259939155,2301840.871859737,2885312.660142011,13042330.454999998,62.59296448005108,8.27,0.20505490321957828,
2025/02/08 11:45:00,-0.09,5.67,3.1,101.85,27.45,60.89,93.83,2.5394447427684246,2352639.991432929,2898824.465275794,13336346.429999998,61.30345741962492,8.4,0.18531005351112195,
2025/02/08 14:15:00,-0.05,5.73,3.06,101.65,27.33,60.79,94.72,2.562527029617761,2390981.2012501825,2962522.4661864415,13719043.194999998,62.08870879524437,8.33,0.19707828662640411,
2025/02/08 16:45:00,-0.13,5.9,3.15,103.09,27.98,61.15,95.31,2.570914964313999,2414649.9662257424,3014952.6733833486,13959588.37777778,63.10187694786242,8.41,0.2028785352774944,
2025/02/08 19:15:00,-0.07,5.98,3.17,103.46,28.2,61.52,95.76,2.573114740601864,2416795.954406457,3033234.0073283543,14024085.777777778,64.01090336320311,8.44,0.20910872995261806,
2025/02/08 21:45:00,-0.05,6.15,3.28,103.47,28.45,61.7,95.3,2.5314281177014957,2347118.663862555,2972615.3747657724,13467012.533333328,63.719324145722794,8.51,0.20488898996417065,
2025/02/09 00:15:00,-0.12,5.8,3.09,102.3,27.78,61.77,95.64,2.5491884533084863,2405735.587507907,2989717.163849134,13754559.95833333,63.590201991892,8.42,0.20876576008025902,
2025/02/09 02:45:00,-0.05,5.71,3.05,102.6,27.48,61.82,95.52,2.5639705910992934,2396871.914890334,2977016.6624572007,13779042.566666663,63.6399775268265,8.38,0.20862733315672097,
2025/02/09 15:00:00,1.53,5.81,3.78,97.46,24.28,61.8,89.38,2.441219210004403,1940417.9544490015,2690338.359801953,11305236.592222223,68.312005461728,7.89,0.27973109287121717,
2025/02/09 17:30:00,1.72,5.86,3.87,96.77,24.07,62.2,88.16,2.3504085814472138,1826536.2075159391,2648824.69312208,10519411.686666664,65.62129320086774,7.85,0.2573406194807851,
2025/02/09 20:00:00,1.83,5.98,4.03,96.74,24.06,62.59,87.96,2.3232765456709124,1803719.1323694086,2612257.718691813,10260008.549999995,62.94944244258886,7.91,0.23142709877710826,
2025/02/09 22:30:00,1.68,6.03,3.95,96.71,24.05,62.72,87.91,2.3342022957293107,1800498.7984759936,2610370.637448433,10296310.340555554,61.12410999635779,7.88,0.21250166620000527,
2025/02/10 18:45:00,1.55,6.01,3.85,96.7,24.05,61.55,87.94,2.3676091827186077,1852764.2438329377,2634181.7184813796,10623791.511666667,59.79546753582781,7.85,0.20156078067626498,
2025/02/10 21:15:00,1.64,6.04,3.88,96.7,24.01,61.54,87.94,2.396003448113715,1871799.1764914293,2637976.6881872187,10805913.066666665,60.83667731001344,7.85,0.2104624825395222,
2025/02/10 23:45:00,1.65,6.04,3.95,96.7,24.04,61.88,88.06,2.3732383196947553,1842613.008895218,2625343.721745476,10603999.559999999,61.05136409790748,7.87,0.21178632880408851,
2025/02/11 02:15:00,2.07,6.08,4.14,96.72,24.03,62.24,87.92,2.325966715141276,1820846.0484385716,2627254.6207562825,10346614.666666664,60.365052375808375,7.87,0.21249125770098623,
2025/02/11 04:45:00,1.88,6.05,4.05,96.75,24.06,62.49,87.91,2.3212826376145457,1793392.3302675528,2623904.902426421,10254255.708888886,60.91021970174785,7.85,0.21455581493460155,
2025/02/21 00:30:00,1.52,5.93,3.74,96.56,24.06,59.83,87.36,2.434493199686805,1957596.6509128492,2670856.3664084245,11268438.891111111,60.989006427800575,7.85,0.21365333967806768,
2025/02/21 03:00:00,1.58,6.08,3.87,96.46,24.02,60.71,87.22,2.38644209736776,1876978.4403492727,2658903.7317542345,10825081.617777774,60.268841550855484,7.81,0.209805533749332,
2025/02/21 05:30:00,1.59,6.17,3.93,96.36,24.04,60.93,87.08,2.364203885125452,1846449.2112762225,2642445.8822636064,10613102.438888887,59.659659896317294,7.83,0.203635957684872,
2025/02/21 15:45:00,1.07,6.55,3.9,96.68,24.13,59.63,87.77,2.535052043133772,2063438.3464769162,2683045.7701704935,12033057.959999997,57.92211861802406,7.89,0.18556857785715108,
2025/02/21 19:30:00,1.35,6.67,4.13,96.65,24.03,60.4,87.86,2.53643860061852,2034493.6105685565,2664766.555080336,11919874.93888889,58.46035461638502,7.9,0.1909601091224805,
2025/02/21 22:00:00,1.29,6.62,4.02,97.01,24.07,60.24,87.92,2.5385103517093515,2026550.8205462235,2671807.3248627004,11927310.462222222,59.090589459767386,7.88,0.19550861448985524,
2025/02/22 00:30:00,0.96,6.54,3.79,97.71,24.78,60.5,89.53,2.590276163114064,2135070.415224636,2693313.7903414415,12507340.034444444,60.23517775493093,8.08,0.1922614770741912,
2025/02/22 03:00:00,0.97,6.54,3.86,98.33,25.08,60.54,89.7,2.566009842837826,2168353.1876497776,2706010.123752716,12508160.940000001,60.29048954630855,8.16,0.19421961387857498,
2025/02/22 05:30:00,1.2,6.52,3.96,98.36,25.05,60.57,89.83,2.5568051133209173,2154135.1892456035,2709102.305056595,12434864.407777777,60.67967027165588,8.14,0.200125222948632,
